Year,Reciever,Grant size (DKK),Description,Translated Description,Project Category
2021, Aarhus Universitet,"7,9 mio. kr.",YIP+ Metal oxo clusters as building blocks for future energy materials,YIP+ Metal oxo clusters as building blocks for future energy materials, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2021, Københavns Universitet,6 mio. kr.,Klyngealgebraer og invarianter ,Cluster algebras and invariants, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2021, Syddansk Universitet,6 mio. kr.,AVOCA - Arctic biogenic Volatile Organic Compounds from Above,AVOCA - Arctic biogenic Volatile Organic Compounds from Above, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2021, Danmarks Tekniske Universitet,4 mio. kr.,Transcriptional Regulation at Single-Cell Resolution,Transcriptional Regulation at Single-Cell Resolution, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2021, Holstebro Kommune,"3,3 mio. kr.",YIP+ Learning from learned representations,YIP+ Learning from learned representations," Børn, unge og science Teknologi og praktisk faglighed"
2021, Fredensborg Kommune,"6,9 mio. kr.",MakerSpaceNetværk i Holstebro Kommune,MakerSpaceNetwork in Holstebro Municipality," Børn, unge og science Teknologi og praktisk faglighed"
2021, Morsø Kommune,"6,6 mio. kr.",Det er sejt at blive dygtig - makerspaces i folkeskolerne i Fredensborg Kommune,It's cool to become skilled - makerspaces in the primary schools in Fredensborg Municipality," Børn, unge og science Teknologi og praktisk faglighed"
2021, Boligselskabet Sjælland,316.750 kr.,MakerSpace Mors,MakerSpace Mors, Kultur og samfund Dagslys og frisk luft
2021, Tårnby Kommune,"1,5 mio. kr.",Nye muligheder i Æblehaven/Rønnebærparken - nye aktiviteter og fællesskab udenfor,New opportunities in the Apple Garden/Rønnebærparken - new activities and community outside, Kultur og samfund Dagslys og frisk luft
2021, Nationalpark Skjoldungernes Land,"1,7 mio. kr.",Tårnby Skolebotanisk Have,Tårnby School Botanical Garden, Kultur og samfund Dagslys og frisk luft
2021, Skovvangskolen,"2,8 mio. kr.",Blå Klasseværelser,Blue Classrooms, Kultur og samfund Dagslys og frisk luft
2021, Muskelsvindfonden,"3,1 mio. kr.",Tværfagligt udemiljø,Interdisciplinary outdoor environment, Kultur og samfund Dagslys og frisk luft
2021, TrineNygaard,248.000 kr.,Udeliv - med plads til forskelle,Outdoor life - with room for differences, Kultur og samfund Dagslys og frisk luft
2021, Lavringe Jord,200.000 kr.,Hjernevenligt lys og luft,Brain-friendly light and air, Kultur og samfund Dagslys og frisk luft
2021, Silkeborg Højskole,2 mio. kr.,"Naturlivvis - lev i, af og med naturen","Nature wise - live in, by and with nature", Kultur og samfund Dagslys og frisk luft
2021, Motion i Dagtimerne,100.000 kr.,Trætoppen,The treetop, Kultur og samfund Dagslys og frisk luft
2021, Aarhus Universitet,41 mio. kr.,"Det vi kan inde, kan vi også udendørs","What we can do indoors, we can also do outdoors", Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2021, Individuals Teknisk og naturvidenskabelig forskning Villum Kann Rasmussens Årslegat,500.000 kr.,Pioneer Centre - Land-CRAFT Center for Landscape Research in Sustainable Agricultural Futures,Pioneer Centre - Land-CRAFT Center for Landscape Research in Sustainable Agricultural Futures, Villum Kann Rasmussens Årslegat Teknisk og naturvidenskabelig forskning
2021, Danmarks Tekniske Universitet Teknisk og naturvidenskabelig forskning Villum Kann Rasmussens Årslegat,"4,5 mio. kr.",Villum Kann Rasmusssens Årslegat 2022 - personlig andel,Villum Kann Rasmusssen's Annual Scholarship 2022 - personal share, Villum Kann Rasmussens Årslegat Teknisk og naturvidenskabelig forskning
2021, Naturcenter Amager Strand,185.373 kr.,Villum Kann Rasmusssens Årslegat 2022 - institutionens andel,Villum Kann Rasmusssen's Annual Award 2022 - the institution's share, Kultur og samfund Dagslys og frisk luft
2021, DGI,487.712 kr.,"Dagslys og frisk luft til foreninger, skoler og dagtilbud","Daylight and fresh air for associations, schools and daycare facilities", Kultur og samfund Dagslys og frisk luft
2021, Danmarks Tekniske Universitet,6 mio. kr.,Flere udendørs aktiviteter til børn og unge,More outdoor activities for children and young people, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2021, Silkeborg Kommune,"1,8 mio. kr.",Nanolaser based on extremely confined nonradiative state (EXTREME),Nanolaser based on extremely confined nonradiative state (EXTREME), Kultur og samfund Dagslys og frisk luft
2021, Frederiksborg Gymnasium og HF,"3,9 mio. kr.",Nyløkke,Nyløkke, Kultur og samfund Dagslys og frisk luft
2021, Københavns Kommune,"6,7 mio. kr.",Udendørs Arbejdsrum og Trappetårn,Outdoor Workspace and Stair Tower," Børn, unge og science Teknologi og praktisk faglighed"
2021, Foreningen Skibet Makerspace,211.500 kr.,Motivation gennem teknologiforståelse,Motivation through technology understanding, Kultur og samfund Dagslys og frisk luft
2021, Foreningen Aktiv Staby,360.000 kr.,Rum til udeliv ved Skibet Makerspace,Space for outdoor life at Skibet Makerspace, Kultur og samfund Dagslys og frisk luft
2021, Københavns Universitet,6 mio. kr.,Søtoftens bæredygtige samlingshus - Lys og fællesskab for alle i landsbyen,Søtoften's sustainable community centre - Light and community for everyone in the village, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2021, Skive Kommune,"6,2 mio. kr.","Genomic insights into evolutionary novelties in seahorses, pipefishes and seadragons","Genomic insights into evolutionary novelties in seahorses, pipefishes and seadragons"," Børn, unge og science Teknologi og praktisk faglighed"
2021, Herlufsholm Skole og Gods,517.545 kr.,MiniMakerLab,MiniMakerLab, Kultur og samfund Dagslys og frisk luft
2021, Ry Højskole,100.000 kr.,Uderum på Spladsen,Outdoor space at Spladsen, Kultur og samfund Dagslys og frisk luft
2021, Mobilitetsfonden,1 mio. kr.,Projekt U,Project U, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2021, Danmarks Tekniske Universitet,"2,2 mio. kr.",Familiepakkebidrag,Family package contribution, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2021, Københavns Universitet,"2,5 mio. kr.",Dynamic Disturbance Substructuring,Dynamic Disturbance Substructuring, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2021, Aalborg Universitet,"2,4 mio. kr.",Biodiversity hotspots in tropical forests in West Africa: a DNA-based framework to aid vertebrate conservation efforts,Biodiversity hotspots in tropical forests in West Africa: a DNA-based framework to aid vertebrate conservation efforts, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2021, Danmarks Tekniske Universitet,"2,5 mio. kr.",Antenna design and integration on glass surfaces for the next generations of mobile communication (5G/6G),Antenna design and integration on glass surfaces for the next generations of mobile communication (5G/6G), Teknisk og naturvidenskabelig forskning Villum International Postdoc
2021, Aarhus Universitet,"2,5 mio. kr.",Tailoring Shape-Controlled Multimetallic Nanoparticles for Conversion of Sustainable Energy,Tailoring Shape-Controlled Multimetallic Nanoparticles for Conversion of Sustainable Energy, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2021, Egmont H. Petersen's Kollegium,"2,7 mio. kr.",A biologging approach to studying wild animals in the Anthropocene,A biologging approach to studying wild animals in the Anthropocene, Kultur og samfund Andre projekter
2021, Københavns Universitet,"2,5 mio. kr.",Udskiftning af køkkenvinduer på Egmont Kollegiet,Replacement of kitchen windows at Egmont Kollegiet, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2021, Ears Wide Open,149.000 kr.,Looking into the molecular structure of a sustainable future - New tools for better insights into complex materials,Looking into the molecular structure of a sustainable future - New tools for better insights into complex materials, Kultur og samfund Dagslys og frisk luft
2021, Danmarks Tekniske Universitet,6 mio. kr.,Ud med musikken,Out with the music, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2021, Edunet Alapítvány,18 mio. kr.,Inorganic Phosphosulfides for Optoelectronics,Inorganic Phosphosulfides for Optoelectronics, Unge og uddannelse i Europa Unge og uddannelse i Europa
2021, VIA University College,272.313 kr.,Pathways to Renewing VET (PR-VET),Pathways to Renewing VET (PR-VET)," Børn, unge og science Evaluering og analyse"
2021, Aarhus Universitet,6 mio. kr.,Kortlægning af danske folkeskolers adgang til makerspaces - tillæg,Mapping of Danish primary and lower secondary schools' access to makerspaces - supplement, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2021, Syddansk Universitet,6 mio. kr.,OceANIC – aerOsol AgeiNg and Interactions with radiation and Clouds,OceANIC – aerOsol AgeiNg and Interactions with radiation and Clouds, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2021, Åvangsskolen,200.000 kr.,New invariants in low-dimensional topology via quantum field theory,New invariants in low-dimensional topology via quantum field theory, Kultur og samfund Dagslys og frisk luft
2021, Københavns Malerlaug,"1,3 mio. kr.",Den grønne ø - grøn dannelse og udelæring,The Green Island - green education and outdoor learning, Kultur og samfund Andre projekter
2021, Spejderne,475.000 kr.,400 års københavner- og bygningsmalerhistorie på én gavl,400 years of Copenhagen and building painting history on one gable," Børn, unge og science Science i Fritiden"
2021, Mobilitetsfonden,"2,5 mio. kr.",SciencePirater (Tillægsbevilling),SciencePirater (Additional grant), Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2021, Mobilitetsfonden,1 mio. kr.,Familiepakkebidrag,Family package contribution, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2021, Brooking Museum of Architectural Detail,20 mio. kr.,Familiepakkebidrag,Family package contribution, Kultur og samfund Andre projekter
2021, Norse Theme Parks ApS,50.000 kr.,"A development project to propel the Brooking into a world-leading modern museum, education provider and collaborator","A development project to propel the Brooking into a world-leading modern museum, education provider and collaborator", Kultur og samfund Dagslys og frisk luft
2021, Mobilitetsfonden,1 mio. kr.,Det skinnende sværd - Tillægsbevilling,The Shining Sword - Additional Grant, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2021, Rambøll Management Consulting,967.688 kr.,Familiepakkebidrag,Family package contribution," Børn, unge og science Evaluering og analyse"
2021, Danmarks Tekniske Universitet,2 mio. kr.,Udvidelse af evaluering af Science i fritiden,Extension of evaluation of Science in leisure time, Teknisk og naturvidenskabelig forskning Villum Experiment
2021, VIA University College,1 mio. kr.,Microwaved Ferroelectric-Chemical Antenna for P2X - MANTRA,Microwaved Ferroelectric-Chemical Antenna for P2X - MANTRA," Børn, unge og science Evaluering og analyse"
2021, Københavns Professionshøjskole,2 mio. kr.,Tillægsbevilling til evalueringsdesign makerspaces i folkeskolen (projekt 38182),Additional grant for evaluation design makerspaces in primary and lower secondary schools (project 38182)," Børn, unge og science Evaluering og analyse"
2021, Professionshøjskolen UCN,"1,8 mio. kr.",Kønsbevidst pædagogik og didaktik i læreruddannelsens naturfag,Gender-sensitive pedagogy and didactics in the natural sciences of teacher education," Børn, unge og science Teknologi og praktisk faglighed"
2021, Aarhus Universitet,489.180 kr.,Kønsbevidst pædagogik inden for undervisning i digital dannelse og teknologiforståelse,Gender-conscious pedagogy in teaching digital literacy and technology literacy," Børn, unge og science Teknologi og praktisk faglighed"
2021, GRØN - fonden for bæredygtig udvikling,"1,6 mio. kr.",Workshops makerspaces 2022,Workshops makerspaces 2022," Børn, unge og science Undersøgende, virkelighedsnær naturfagsundervisning"
2021, Mobilitetsfonden,1 mio. kr.,100 potentialer,100 potentials, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2021, Mobilitetsfonden,1 mio. kr.,Familiepakkebidrag,Family package contribution, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2021, Mobilitetsfonden,1 mio. kr.,Familiepakkebidrag,Family package contribution, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2021, Videnskabsår22,"1,7 mio. kr.",Familiepakkebidrag,Family package contribution," Børn, unge og science Science i Fritiden"
2021, Silkeborg Kommunepartnerskab FabLab@SCHOOLdk,"2,2 mio. kr.",Videnskabsår22,Year of Science22," Børn, unge og science Undersøgende, virkelighedsnær naturfagsundervisning"
2021, Aarhus Universitet,571.808 kr.,FabLab-KlimaLab,FabLab-KlimaLab," Børn, unge og science Diversitet i didaktik og uddannelse"
2021, VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd,"1,3 mio. kr.",Kønsstereotyper og -bias i lærerstuderendes vurderinger af elever: Et eksperimentelt mixed methods studie,Gender stereotypes and bias in student teacher assessments of students: An experimental mixed methods study," Børn, unge og science Evaluering og analyse"
2021, Engineer the Future,"2,3 mio. kr.",Evaluering af 'Kometernes Jul',Evaluation of 'Christmas of the Comets'," Børn, unge og science Diversitet i didaktik og uddannelse"
2021, Danmarks Lærerforening,"2,4 mio. kr.",Kompetenceudvikling af engineering-lærere i kønsbevidst naturfagsundervisning,Competence development of engineering teachers in gender-sensitive science education," Børn, unge og science Diversitet i didaktik og uddannelse"
