,Year,Reciever,Grant size (DKK),Description,Location,Receiver Proffession
2378,2020,Lone Gram,DKK 2.999.093,Engineered algal microbiomes for sustainable aquaculture and biotech (EngAlMi),Danmarks Tekniske Universitet,
2379,2020,Lone Schou,DKK 199.859,Improving cancer rehabilitation for vulnerable migrant patients through public and patient involvement (PPI),Københavns Professionshøjskole,
2380,2020,Lotte Ørneborg Rodkjær,DKK 229.157,Patient and public Involvement in design and evaluation of complex interventions in healthcare,Aarhus Universitetshospital,
2381,2020,Løkkefonden,DKK 927.000,DrengeAkademiet 2020 - fra dreng på kanten til ung i fællessakbet,NA,
2382,2020,Lucile Dollet,DKK 3.997.900,Identifying novel mitochondrial stress-induced secreted factors that regulate whole-body energy homeostasis,Karolinska Institute,
2383,2020,Luise Ørsted Brandt,DKK 5.980.547,Next Generation Lab,Københavns Universitet,Assistant Professor
2384,2020,Lykke Liga,DKK 162.500,Fællesskab og formidling til børn med udviklingshandicap - midt i en Corona-tid,NA,
2385,2020,Lykke Sylow,DKK 2.000.000,Stabilizing mitochondrial RNA: A novel mechanism by which exercise improves health,Københavns Universitet,Associate Professor
2386,2020,LykkeLiga,DKK 162.500,Fællesskab og formidling til børn med udviklingshandicap – midt i en corona-tid,NA,
2387,2020,Mads Clausen,DKK 999.525,Formulation and immunological characterization of glycan-based cancer vaccines,"Technical University of Denmark, DTU Chemistry",Professor
2388,2020,Mads Gyrd-Hansen,DKK 24.993.288,Regulation of Met1-linked ubiquitin and its impact on immune function,Department of Immunology and Microbiology Faculty of Health and Medical Sciences UCPH,Associate Professor
2389,2020,Mads Robenhagen Mølgaard,DKK 2.949.750,GeoAtlas Live til formidling og undervisning,Geo,Project Manager
2390,2020,Magnar Bjørås,DKK 500.000,Antibacterial peptide targeting membrane,Oslo University Hospital,
2391,2020,Magnus Arntzen,DKK 946.121,DENITRO: Oxidative Polysaccharide Conversion in Anoxia by Denitrifying Organisms,Norwegian University of Life Sciences,
2392,2020,Magnus Kjærgaard,DKK 1.989.320,Engineering membrane-less organelles to boost enzyme reactions,Aarhus Universitet,
2393,2020,Maher Abou Hachem,DKK 2.997.196,Oligosaccharide dehydrogenases as new and versatile LPMO partners in biomass breakdown,Danmarks Tekniske Universitet,
2394,2020,Maibritt Borgen,DKK 159.000,Monster-Languages-Öyvind Fahlström 1952-1976,Det Kongelige Danske Kunstakademi (Billedkunstskolerne),Lektor
2395,2020,Maiken Stilling,DKK 149.800,"Dead space, bone and soft tissue concentrations of Cefuroxime in shoulder replacement surgery",Aarhus Universitetshospital,Professor
2396,2020,Maja Bak Herrie,DKK 1.310.276,Perceiving a Pre-Filtered World: Anticipated Perception in a Data-Driven Culture,Aarhus Universitet,Forsker
2397,2020,Maja Pedersen,DKK 2.000.000,Symptom Identification and Management in Patients with Hematological Malignancy during follow-up Care (SIMPLY-CARE),Rigshospitalet,
2398,2020,Maja Thiele,DKK 9.994.249,DECIDE: Decision aids and monitoring biomarkers in liver disease,Odense Universitetshospital,Associate Professor
2399,2020,Majken Grünfeld,DKK 250.000,NNF Natur- og Teknologilærerpris 2020 Vest,"Sct. Mariæ skole, Aalborg",
2400,2020,Majken Schultz,DKK 7.475.248,Making distant futures actionable,Copenhagen Business School,Professor
2401,2020,Malene Eiberg Jensen,DKK 2.000.000,Digital self-harm – Social Media and its impact on Non-Suicidal Self-Injury and suicidal behavior. A Longitudinal Mixed Method Study.,Region Hovedstadens Psykiatri,
2402,2020,Malene Flindt Pedersen,DKK 781.053,"""Into the Ice""",Hansen og Pedersen Film og Fjernsyn ApS,CEO
2403,2020,Malene Hansen,DKK 150.000,Naturtematisk Pædagogpris 2020 - Øst,"Eventyrhuset, Kalundborg",
2404,2020,Malene Plejdrup Hansen,DKK 164.325,"General practice Research on Infections Network 2021: managing uncertainties in the Bermuda triangle - bugs, docs and patients",Center for General Practice at Aalborg University,Associate Professor
2405,2020,Malene Vest Hansen,DKK 1.500.000,Christina Kiaer NNF gæsteprofessorat,Københavns Universitet,
2406,2020,Margaret Hahn,DKK 504.580,Establishing real-world interdisciplinary care and research approaches for cardiometabolic care in schizophrenia spectrum disorder (SSD)s,Centre for Addiction and Mental Health,Research Scientist
2407,2020,Margit Mahlapuu,DKK 1.600.000,MOLECULAR PATHOGENESIS AND NOVEL TREATMENTS OF TYPE 2 DIABETES: STUDIES ON THE ROLE OF PROTEIN KINASE STK25,University of Gothenburg,Professor
2408,2020,Margit Mahlapuu,DKK 900.000,First-in-Class Treatment for Metabolic Liver Disease NASH,University of Gothenburg,
2409,2020,Maria Vistnes,DKK 988.000,Development of a novel heart failure therapy – how to hit the target,Oslo University Hospital,
2410,2020,Mariaceleste Aragona,DKK 2.200.000,Defining the cellular and molecular mechanisms regulating the homeostasis of the urethral epithelium,"University of Copenhagen, Novo Nordisk Foundation Center for Stem Cell Biology",Associate Professor
2411,2020,Marianne Abildgaard,DKK 2.598.362,Palmeolie i orangutangernes land/Plantagen,CFC Kort & Dok,
2412,2020,Marianne Andersen,DKK 300.000,More girls in STEM in order to be part of creating the future tech solutions,High5girls,Project Manager
2413,2020,Marie Kveiborg,DKK 2.746.761,Regulation of cancer promoting `chaperokines´ in the tumor microenvironment,"University of Copenhagen, Biotech Research & Innovation Centre (BRIC)",Associate Professor
2414,2020,Marie Langskov,DKK 3.305.788,Book en ekspert – Når rollemodeller på skolebesøg løfter børn og unges STEM-interesse,Engineer the Future,Project Manager
2415,2020,Marie Nørredam,DKK 375.000,Health impacts of labour migration on ‘left-behind’ children in sub-Saharan Africa,Københavns Universitet,Professor
2416,2020,Marina Vidas,DKK 300.061,"Italian Paintings in Gold: Sight, Reflection and Experience, 1320-1440",Statens Museum for Kunst,Seniorforsker
2417,2020,Marit Eika Jørgensen,DKK 5.880.500,The impact of seasonal and secular climate variations and short-term cold exposure on cardiometabolic risk markers in Arctic Inuit (the POLAR project),Steno Diabetes Center Copenhagen,
2418,2020,Marité Cárdenas,DKK 2.036.464,Nanocapsules and recombinant proteins for nutritious vegan cheese making,Malmö University,
2419,2020,Marja-Riitta Taskinen,DKK 1.000.000,DOES PERTUBATIONS IN POSTPRANDIAL METABOLISM OF TRIGLYCERIDE-RICH LIPOPROTEINS EXPLAIN THE INCREASED RESIDUAL CVD RISK IN TYPE 2 DIABETES,University of Helsinki,Professor
2420,2020,Marju Orho-Melander,DKK 3.000.000,"GUT MICROBIOME IN OBESITY AND TYPE 2 DIABETES IN 12,200 SWEDES",Lund University,Professor
2421,2020,Markus Linder,DKK 9.829.540,A Combinatorial Approach towards Biological Materials (CATBAT),Aalto University,
2422,2020,Martin Andersen,DKK 7.702.145,Scalable Optimization for Data Science,"Technical University of Denmark, Department of Applied Mathematics and Computer Science",
2423,2020,Martin Bach Jensen,DKK 1.599.150,The POCUS IN PRACTICE study. Implementation of point-of-care ultrasonography in general practice: A stepped wedge cluster randomized trial,"Center for General Practice, Aalborg Universitet",Professor
2424,2020,Martin Bach Jensen,DKK 1.599.150,The POCUS IN PRACTICE study. Implementation of point-of-care ultrasonography in general practice: A stepped wedge cluster randomized trial,Center for General Practice at Aalborg University,Professor
2425,2020,Martin Blomberg Jensen,DKK 250.000,RANKL- modifiable regulator of male fertility,Fertilitypro ApS,
2426,2020,Martin Blomberg Jensen,DKK 1.575.000,Direct effects of the calcium sensing receptor on pituitary function: A translational study,Rigshospitalet,Senior Researcher
2427,2020,Martin Blomberg Jensen,DKK 3.500.000,Denosumab - a novel treatment option for male infertility,FertilityPro ApS,
2428,2020,Martin Hylleholt Sillesen,DKK 1.210.000,Applied Artificial Intelligence for real-time risk assessment of patients with COVID-19,Rigshospitalet,
2429,2020,Martin Jakobsen,DKK 6.000.000,Systemic STING regulators as novel therapeutics for advanced cancer immuno-oncology,Aarhus University,
2430,2020,Martin Jastroch,DKK 9.997.738,Exploring novel bioenergetic mechanisms and regulation of non-canonical adipose tissue thermogenesis,Stockholm University,
2431,2020,Martin Nielsen,DKK 2.999.070,Sustainable synthesis of biomass-derived monomers and biodegradable polymers for biomedical applications and pharmaceuticals (BIOMED),"Technical University of Denmark, Department of Chemistry",Assistant Professor
2432,2020,Martin R. Larsen,DKK 2.360.400,The Role of Fam20C in Type 2 Diabetes,"University of Southern Denmark, Department of Biochemistry and Molecular Biology",Professor
2433,2020,Martin Sillesen,DKK 890.167,Advanced surgical risk prediction through artificial intelligence,Rigshospitalet,
2434,2020,Martin Stendel,DKK 3.188.020,I klimaforskernes fodspor - forsk og forstå klimaforandringerne i Arktis,Danmarks Meteorologiske Institut,
2435,2020,Maternity Foundation,DKK 966.877,Building preparedness capacity for safe deliveries during the COVID-19 pandemic with mHealth solutions in Myanmar,NA,
2436,2020,Maternity Foundation,DKK 995.400,"Strengthening the prevention and management of Covid-19 and provision of quality maternal and child health care in Addis Ababa, Ethiopia",NA,
2437,2020,Matthias Christandl,DKK 48.647.554,Quantum for Life,"University of Copenhagen, Department of Mathematical Sciences",
2438,2020,Mediehuset Sermitsiaq.AG,DKK 241.881,Ansøgning om økonomiske midler til informationsavis om COVID-19,NA,
2439,2020,Mef Nilbert,DKK 6.000.000,The Fibiger Center; a cancer discovery center and satellites,Kræftens Bekæmpelse,
2440,2020,Meike Burow,DKK 3.999.729,Personalize your food! - Local and sustainable production of kale with increased nutritional value,Københavns Universitet,
2441,2020,Mengliang Zhang,DKK 2.600.000,ENDOCRINE MECHANISM OF SENSORIMOTOR DEFICITS AFTER BRAIN INJURY AND STROKE: CHALLENGING NEUROLOGICAL DOGMA,"University of Southern Denmark, Department of Molecular Medicine",Associate Professor
2442,2020,Merete Nordentoft,DKK 10.000.000,"The Danish High Risk and Resilience Study - VIA 15. A longitudinal study of children born to parents with schizophrenia, bipolar disorder and controls",Region Hovedstadens Psykiatri,Professor
2443,2020,Mette Heide,DKK 1.928.351,Hvad hjernen ikke forstår,Plus Pictures,
2444,2020,Mette Madsen,DKK 490.000,"Exploring T cell infiltration of melanoma tumors - how do megalin and the endolysosomal pathway contribute, and what can we learn from that?","Aarhus University, Department of Biomedicine",Associate Professor
2445,2020,Mette Rosenkilde,DKK 6.000.000,TURNING VIRUS SURVIVAL & DEFENSE MECHANISMS INTO OFFENSIVE ANTIVIRAL THERAPY,University of Copenhagen,
2446,2020,Michael Damm,DKK 5.209.345,Youths Go Green - grøn uddannelse for unge,Aalborg Kommune,CEO
2447,2020,Michael Etzerodt,DKK 3.500.000,Cellugy,Aarhus University,
2448,2020,Michael Etzerodt,DKK 3.500.000,Cellugy,Aarhus University,
2449,2020,Michael Jonathan Davies,DKK 34.963.000,Quantitative Oxidative Biology of Proteins,"Department of Biomedical Sciences, UCPH",Professor
2450,2020,Michael Kjær,DKK 1.500.000,,Institut for Klinisk Medicin ved Københavns Universitet samt Bispebjerg og Frederiksberg Hospital,"Klinisk professor, overlæge, dr. med."
2451,2020,"Michael Krogh Jensen, Silke Sachse, Guy Theraulaz",DKK 4.738.765,AUTOSECT: SYNTHETIC AUTOCRINE SYSTEMS FOR INSECTS,Technical University of Denmark,
2452,2020,Michael Lyngkjær,DKK 8.291.253,Conservation and accessibility of the Nordic collection of plant genetic resources,NordGen - Nordiskt Genresurscenter/Aarhus University,Senior Researcher
2453,2020,Michael Pedersen,DKK 150.000,The pregnant chincilla as a novel model for gestationel diabetes,Aarhus Universitet,Professor
2454,2020,Michael Ploug,DKK 2.641.732,Dissecting the molecular basis for the regulation of intravascular processing of triglyceride-rich lipoproteins,Københavns Universitet,Senior Researcher
2455,2020,Michael Sørensen,DKK 8.506.500,Multi-modal liver imaging: An approach towards individualized treatment,Aarhus Universitetshospital,Physician
2456,2020,Mikkel Girke Jørgensen,DKK 133.423,The University of Southern Denmark – Participation in the 2020 iGEM competition,Syddansk Universitet Odense,
2457,2020,Mille Guldager Christiansen,DKK 2.000.000,Systematic Nurse-Led Consultations Based On Electronic Patient-Reported Outcome Among Women With Ovarian Cancer During Chemotherapy-The Connect Study,Rigshospitalet,
2458,2020,Mino Danmark,DKK 933.014,Oversættelsesarbejde i f.b. coronaudbrud i Danmark,NA,
2459,2020,Mino Denmark,DKK 933.104,COVID-19 information initiative,NA,
2460,2020,Mission Øst,DKK 1.000.000,Promoting the sustainable recovery of conflict and disaster-affected families in north-eastern Afghanistan,NA,
2461,2020,Mission Øst,DKK 1.000.000,Promoting the sustainable recovery of conflict and disaster-affected families in north-eastern Afghanistan,NA,
2462,2020,Mitsugu Shimobayashi,DKK 5.000.000,Elucidating the mechanism of hepatic selective insulin resistance,KU Leuven,Dr.
2463,2020,Mogens Brøndsted Nielsen,DKK 10.000.000,Synthesis-Driven Development of New Two-Dimensional Materials - Redox-Active Polycyclic Aromatic Hydrocarbon Sheets,"University of Copenhagen, Department of Chemistry",Professor
2464,2020,Mogens Høgh Jensen,DKK 2.947.482,Complex Dynamics in Biophysical Signalling,"University of Copenhagen, Niels Bohr Institute",Professor
2465,2020,Mogens Johannsen,DKK 2.994.390,Non-Enzymatic Ketone Body Derived Post-Translational Modifications of Cellular Stress Sensors – Chemistry KEAP´ing Cells Alive,"Aarhus University, Department of Forensic Medicine",Professor
2466,2020,Morten Andersen,DKK 136.500,2nd Nordic Biomathematics Days,Roskilde Universitet,Associate Professor
2467,2020,Morten Blaabjerg,DKK 149.625,Glutamic acid decarboxylase antibodies in neurological disease,Odense Universitets-hospital,
2468,2020,Morten Charles,DKK 500.000,Strengthening the transatlantic collaboration on Diabetic Neuropathy,Steno Diabetes Center Aarhus,Physician
2469,2020,Morten DD Hansen,DKK 5.103.000,Sejens.dk - jysk naturvidenskab,Naturhistorisk Museum Aarhus,
2470,2020,Morten Frost,DKK 4.812.000,the Type ONe dIabetic bone Collaboration Study (TONIC),Steno Diabetes Center Odense,
2471,2020,Morten Frost,DKK 9.751.980,"Safety and Efficacy of ALendronate for Osteoporosis with Nephropathy (SEAL-ON): A randomized, double-blinded, placebo-controlled trial",Odense Universitetshospital,Associate Professor
2472,2020,Morten Rask Petersen,DKK 2.474.785,Science og Leg - legende tilgange til science-orienterede læringsmiljøer i dagtilbud,UCL Erhvervsakademi og Professionshøjskole,Senior Researcher
2473,2020,Morten Sommer,DKK 18.000.000,Microbial cell therapies for modulating the gut-brain axis,Novo Nordisk Foundation Center for Biosustainability,Professor
