,Year,Reciever and Title,Grant size (DKK),Description,Project Category
387,2020,Bo-sammen - Kollegiemodellen 2020,300.000 kr.,"Bo-Sammen bygger på grundtanken om, at vejen ud af hjemløshed handler om andet end en bolig. Det handler også om at få adgang til venskaber, fællesskaber og netværk med andre unge – og få en uddannelse. Vi har reserveret 10 % af værelserne på Bikuben Kollegiet i København og på vores kollegium i Odense til unge mellem 17-30 år, som er hjemløse eller er i risiko for at blive det, og som enten allerede er studerende eller har planer om at blive det inden for et år. Desuden har vi etableret et tæt samarbejde med de respektive kommuner. Bo-Sammen tager højde for, at mange af de unge hjemløse har psykiske eller sociale problemer, som kræver en særlig indsats. Derfor følger der intensiv kommunal bostøtte med før, under og efter indflytningen. Det er kommunen, der henviser de unge, de vurderer som et godt match for kollegiet. Kollegiet bidrager med en aktiv indsats for at skabe gode fællesskaber for alle de unge, der bor på kollegiet. Vi fortæller meget gerne om, hvordan dit kollegie kan blive en del af en moderne kollegiemodel med fokus på fællesskab, som stadigt flere unge efterspørger. I 2019 blev Bo-Sammen udvalgt som 1 ud af de 50 mest innovative boligløsninger på hjemløseområdet i Europa.",Unge på kanten
388,2020,"Udvikling af evaluering, dokumentation og formidling",200.000 kr.,"Udvikling og afprøvning af nye redskaber og metoder evaluering, dokumentation og formidling.",Aktuel kunst
389,2020,Bo-sammen - Kollegiemodellen 2019,300.000 kr.,"Bo-Sammen bygger på grundtanken om, at vejen ud af hjemløshed handler om andet end en bolig. Det handler også om at få adgang til venskaber, fællesskaber og netværk med andre unge – og få en uddannelse. Vi har reserveret 10 % af værelserne på Bikuben Kollegiet i København og på vores kollegium i Odense til unge mellem 17-30 år, som er hjemløse eller er i risiko for at blive det, og som enten allerede er studerende eller har planer om at blive det inden for et år. Desuden har vi etableret et tæt samarbejde med de respektive kommuner. Bo-Sammen tager højde for, at mange af de unge hjemløse har psykiske eller sociale problemer, som kræver en særlig indsats. Derfor følger der intensiv kommunal bostøtte med før, under og efter indflytningen. Det er kommunen, der henviser de unge, de vurderer som et godt match for kollegiet. I 2019 blev Bo-Sammen udvalgt som 1 ud af de 50 mest innovative boligløsninger på hjemløseområdet i Europa.",Unge på kanten
390,2020,Kommunikationsindsats til De Anbragtes Vilkår,175.000 kr.,Bikubenfonden ønsker med bevillingen af give en mindre økonomisk støtte til De Anbragte Vilkårs styrkelse af deres kommunikationsindsats på området for anbragte unge i overgangen til eget hjem.,Unge på kanten
391,2020,Mind Your Own Business medlemskab i Fondenes Hus 2020,57.054 kr.,Bikubenfonden støtter projektet Mind Your Own Business – Akademi.,Unge på kanten
392,2020,CPH STAGE – Bæredygtig festival og nyt SoMe tiltag,200.000 kr.,"CPH STAGE ønsker at udvikle festivalen i en miljømæssig bæredygtig retning og med publikumsevents og et brancheseminar skubbe på omstillingen i teaterbranchen generelt. I 2020 arbejdes desuden på et nyt tiltag med ambassadørkorps, der skal udbrede kendskabet til festivalen og skabe fællesskab og samtaler om de kunstneriske oplevelser.",Aktuel kunst
393,2020,CAMP – Creative Agent Manager Producer 2020,50.000 kr.,"CAMP er en levende undersøgelse og et fagligt opråb, der sætter fokus på de vilkår som agent, manager og producent arbejder under i scenekunstbranchen - både lokalt og globalt. I 2020 afholder CAMP branchemøde i København med internationale partnere fra Montréal, Göteborg og Den Bosch med det mål. Målet er at undersøge og italesætte producentskabet i forhold til kunstnerisk og bæredygtige udvikling til gavn for den samlede branche.",Aktuel kunst
394,2020,How To Kill a Dog – LOLITA FOR ALTID,250.000 kr.,"Gruppen How To Kill a Dog (instruktør Jennifer Vedsted Christiansen og skuespiller Emma Sehested Høeg) vil med egne tekster og sange afsløre den uro, de farer og fordele, de oplever ved den unge piges udseende og adfærd. Forestillingen bevæger sig et sted mellem aktivisme, performance, historiefortælling og koncert med blik for, hvordan publikum nænsomt kan blive en del af værket.",Aktuel kunst
395,2020,SOMA – Vibrant Matter,200.000 kr.,"Et posthumant mix af bevægelser, soundscape og viusals; et vibrerende, skulpturelt landskab. VIBRANT MATTER undersøger, hvordan handling kan produceres gennem andre agenter end mennesker. En koreografisk gruppeiscenesættelse ved Sophia Mage i samarbejde med Hilde Sandvold, Charlotte Peterson og Søs Gunver Ryberg.",Aktuel kunst
396,2020,Min vej hjem - corona-omstilling til digital proces,264.172 kr.,"Bevilling til at omstille første fase af Bikubenfondens innovationsproces ""Min vej hjem"" til et onlinebaseret forløb. Innovationsprocessen er et samarbejde mellem Bikubenfonden og fem danske kommuner, faciliteret af Dansk Design Center. Omstillingen indebærer etablering af en digital samarbejdsplatform i programmet ""Mural"" samt at kommunerne får adgang til løbende bilateral sparring med Dansk Design Center på videomøder.",Unge på kanten
397,2020,DANSEatelier – Jævndøgnsåbninger,300.000 kr.,"Jævndøgnsåbninger er et kollektivt drevet residens- og performanceprogram, hvor nye danse- og performanceproduktioner udvikles af DANSEateliers 11 medlemmer og præsenteres som samlede værker ved hvert jævndøgn de næste to år på venues i Aarhus, Holstebro, Odense, København og Malmø.",Aktuel kunst
398,2020,"Statens Værksteder for Kunst – Formidlingssamarbejde mellem kunstner, værksted og udstillingssted",300.000 kr.,"Statens Værksteder for Kunst tester etableringen af samarbejder mellem kunstner, værksted og udstillingssteder gennem produktioner af videoer om kunstneriske arbejdsprocesser. Filmene afprøves i tre konkrete samarbejder i 2020.",Aktuel kunst
399,2020,Kometen Kommer – en katastrofe-forestilling i lys og mørke om de ydre og indre kriser,167.000 kr.,"Jordens undergang er nær i denne første produktion i Anemonens nye samarbejdskoncept med skiftende kompagniskaber, der skal eksperimentere med scenekunst for børn og unge. Kompagniskabet med gruppen Graense-loes giver kunstneriske benspænd til begge parter, når de sammen iscenesætter en klassisk Mumi-historie af Tove Jansson i en aktuel klimakrise kontekst med et kompromisløst, visuelt og auditivt scenekunstnerisk sprog.",Aktuel kunst
400,2020,Please Engage Me! – Seminar om kunst og aktivisme på SMK,291.800 kr.,"Et internationalt seminar afholdes i forbindelse med kunstfestivalen Art Week og arrangeres af Art Week i samarbejde med SMK. Seminaret har til formål at åbne en diskussion af kunstens virkekraft i spændet mellem aktivisme og æstetik, samt nuancere, hvad en politisk kunstnerisk handling kan være.",Aktuel kunst
401,2020,Det Kongelige Danske Kunstakademi – DIS - Leave Your Trace,100.000 kr.,"Tranen, Kunsthal Charlottenborg og CPH:DOXs kommende fællesudstilling kurateret af det new yorkbaserede kollektiv skal distribueres til hele Danmark via de danske folkebiblioteker og lokale biografer. Udstillings- og formidlingsprojektet bæres frem af streamingplatformen dis.art og videoværkerne anskueliggør fremtidsscenarier indenfor arbejdskraft, økonomi og kollektivitet. dis.art er en slags samtidskunstens Netflix til hele Danmark.",Aktuel kunst
402,2020,Naja Moll Olsen – TOUCH,50.000 kr.,"TOUCH er en koreografisk forestilling af Emilie Gregersen, som stiller skarpt på perceptioner af berøringer i både den fysiske og digitale verden. Hvad vil det sige at være et kropsligt væsen i en tid, hvor det daglige liv i høj grad foregår på et virtuelt plan med digitale repræsentationer af kroppen? Forestillingen er udviklet på residencies og vises på Bådteatret, Odin Teatret og Bora Bora.",Aktuel kunst
403,2020,BaggårdTeatret – Jagten på det gode menneske,200.000 kr.,"BaggårdTeatret eksperimenterer med en ny, symbolistisk iscenesættelsesmetode til dette nyskrevne musikdramatiske teaterstykke om forfatteren Karin Michaëlis, med tekst af Julie Maj Jakobsen og sange af og med KATINKA.",Aktuel kunst
404,2020,"Golden Gai – samtidskunst/scenekunst, Metropolis Festivalen, maj-august 2020)",150.000 kr.,"Under festivalen Metropolis popper en glemt blikskurs-bar op i københavnske gyder i områder, hvor gentrificeringen enten har eller vil gøre sit indtog. Golden Gai er en scenografisk helhedsinstallation og immersiv teateroplevelse, hvor beskuer og performer indgår i et samvær i et fiktivt og mobilt barrum, der sætter fokus på byens udvikling, fortid og nutid.",Aktuel kunst
405,2020,Institut Funder Bakke – program 2020,80.000 kr.,Institut Funder Bakke er et Kultur institut for samtidskunst på Funder Bakke ved Silkeborg. I 2020 består udstillingsprogrammet af ”I forsvar for det normative barn” (april-juni) og ”Freedom of negative Expression” (august-oktober). Udstillinger og publikumsudviklingsindsats støttes af Bikubenfonden.,Aktuel kunst
406,2020,"Diakron – Primer: Seminarrækken ""A Third Field"" og formidling af kunstnersamarbejde med Jenna Sutela",300.000 kr.,"Primer er en platform for kunstnerisk og organisatorisk udvikling, udviklet i samarbejde med vandteknologi firmaet Aquaporin i Kongens Lyngby. I 2020 vil primer realisere seminarrækken “A Third Field” samt formidle et samarbejde med den finske kunstner Jenna Sutela der involverer Aquaporin, Kvadrat og Primer. Seminarrækken vil i 2020 vil vi have fokus på et nyt felt hvor billedkunst, teknologi og videnskab mødes og udvikler nye kollektive processer.",Aktuel kunst
407,2020,Residency Center udviklingsforløb i Bikubenfonden,432.000 kr.,Intern uddeling.,Aktuel kunst
408,2020,Iscene – udvikling 2020,300.000 kr.,"Bevillingens formål understøtter ISCENE.dk konsolidering som en levedygtig platform, der kan navigere og udvikle sig i det eksisterende medielandskab. Derfor har vi fået udviklet en ny forretningsmodel, der er baseret på og sammentænker medieudviklingen, det scenekunstneriske landskab og dets brugerbehov. Den skal nu implementeres i det eksisterende ISCENE og dermed konsolidere mediet som en levedygtig virksomhed. Mediets forretningsudvikling, understøttes af et udviklende arbejde med nye formidlingstiltag.",Aktuel kunst
409,2020,SKITSE – formidlingsindsats,290.000 kr.,"SKITSE har modtaget midler til sit formidlingsarbejde med at udbrede kendskabet til talentfulde, yngre kunstnere og deres arbejdsmetoder gennem nye eventformater, udstillinger og samarbejder samt midler til en skærpet kommunikationsindsats, der kan tydeliggøre SKITSEs potentialer og kommunikationsmæssige handlemuligheder.",Aktuel kunst
410,2020,VEGAIARTS - COVID19,40.000 kr.,"Tillægsbevilling til dækning af ekstra udgifter i The Sound of Art relateret til COVID-19. VEGA|ARTS er et visionært initiativ, der vil skabe rum for performative kunstinterventioner på spillestedet VEGA. Over et år vil VEGA|ARTS inkludere performances, installationer, talks og visningsformater, der kobler samtidskunstens performative praksisser med koncertens intime og kulturelle rum.",Aktuel kunst
411,2020,Sprint i KBH+,50.000 kr.,KBH+ har under Covid-19 oplevet fordele og udfordringer ved at bruge det digitale rum i forhold til deres indsats. Den viden vil de gerne samle op på og videreudvikle i forhold til deres arbejde med udsatte unge. Med denne bevilling støtter Bikubenfonden denne udviklingsindsats.,Unge på kanten
412,2020,Outcomefond i Aarhus Kommune vedr. unge hjemløse,3.000.000 kr.,"Den Sociale Investeringsfond, Hjem til Alle, Aarhus Kommune, Bikubenfonden og Rådet for Sociale Investeringer i Aarhus indgår i et socialt investeringsprogram, der løfter de unge ind i bolig med støtte og videre i egen bolig, beskæftigelse eller uddannelse. Dette sker med afsæt i ’Housing First’-tænkningen. Det sociale investeringsprogram består af to indsatser; en hovedsageligt social indsats til de mest udsatte unge hjemløse og en tidlig, intensiv og beskæftigelsesrettet indsats til de unge hjemløse, der er nærmere job og uddannelse. For begge grupper gælder det, at de får en fast bolig med intensiv støtte i forbindelse med forløbet. Investeringsprogrammet skal også teste, om metoden kan afhjælpe de strukturelle barrierer, der er på området i forhold til betaling af herbergspladser.",Unge på kanten
413,2020,Skitse august-oktober 2020,300.000 kr.,"SKITSE har modtaget midler til sit formidlingsarbejde med at udbrede kendskabet til talentfulde, yngre kunstnere og deres arbejdsmetoder.",Aktuel kunst
414,2020,Interessevaretagelse på kunstområdet 2021,4.000.000 kr.,"I 2020 søsatte vi en undersøgelse af billedkunstens emotionelle, intellektuelle og sociale betydning som et pilotprojekt i Odense, Vejle og Aalborg Kommune. Siden er undersøgelserne blevet gennemført i Bornholms regionskommune samt Esbjerg, Holstebro, Ishøj, Viborg og Aarhus Kommune. Desuden er metoden udviklet til også at omfatte scenekunstens betydning. Undersøgelsen er lavet med ambitionen om at styrke politikernes bevidsthed og den politiske samtale om kunstens betydning. Samarbejdet med kommunerne og arbejdet omkring udbredelse af metoderedskab og vidensgrundlag fortsætter i 2021.",Aktuel kunst
415,2020,Udstillingsprisen Vision 2022,5.410.000 kr.,"Udstillingsprisen Vision har til formål at fremme udviklingen af nytænkende formidling af billedkunst og præmiere et visionært koncept i stedet for en overstået succes. Bevillingen bidrage med op til fem mio. kr. til realisering af vinderideen, samt støtte til udvikling af ideer for 3 ansøgere samt kommunikation og honorering af jury.",Aktuel kunst
416,2020,Extended Universe COVID19,150.000 kr.,"EXTENDED UNIVERSE er et nyskabende projekt, ny europæisk dramatik, koblet med graphic novel og podcast. Forestillingen måtte aflyses pga coronanedlukning. Teater Grob modtager støtte til genansættelse af kunstnerisk hold for at kunne genopsætte i 2021.",Aktuel kunst
417,2020,Interne ressourcer Social 2020,4.600.000 kr.,"Bikubenfonden har en del indsatser, hvor en væsentlig del af fremdriften og udviklingsarbejdet udføres af fondens medarbejdere. Lønudgifterne for denne arbejdsindsats betegnes som de interne ressourcer.",Unge på kanten
