,Year,Reciever,Grant size (DKK),Description,Receiver Name,Receiver Proffession,Project Category
463,2020,University of Copenhagen,2.379.815 DKK,Orphan G Protein-Coupled Receptors: Novel Mediators in Dopaminergic Neurotransmission?,Carmen Klein Herenbrink,POSTDOC,Postdocs
464,2020,Aarhus University,2.261.899 DKK,Brain connectivity in adolescents at high familial risk for schizophrenia,Martin Dietz,POSTDOC,Postdocs
465,2020,Amager & Hvidovre Hospital,2.329.276 DKK,SHARPEN: Shaping cortical sensorimotor HAnd Representation with non-invasive PrEcision stimulatioN,Lasse Christiansen,POSTDOC,Postdocs
466,2020,Aarhus University Hospital,2.331.820 DKK,Prediction of autism by early life transcriptome biomarker profiles in preterm infants,Maryam Ardalan,POSTDOC,Postdocs
467,2020,University of Copenhagen,2.285.900 DKK,Proteome dynamics in the heart regulated by Glucagon-Like-peptide-1 Receptor activation,Andrea Sorrentino,POSTDOC,Postdocs
468,2020,University of Copenhagen,2.238.925 DKK,Targeting synaptic plasticity to break the vicious cycle of chronic pain and opioid addiction,Kathrine Louise Jensen,POSTDOC,Postdocs
469,2020,Aarhus University,2.085.000 DKK,"An Augmented Reality platform for teaching, planning and executing neurosurgical procedures",Mikkel Petersen,POSTDOC,Postdocs
470,2020,Amager & Hvidovre Hospital,1.953.000 DKK,Fast oscillatory synchrony as predictor of psychosis – paving the way to early detection,Melissa Larsen,POSTDOC,Postdocs
471,2020,University of Copenhagen,1.863.869 DKK,"The evolutionary history, prevalence and spread of past human pathogens",Frederik Seersholm,PHD STUDENT,Postdocs
472,2020,Statens Serum Institut,1.500.000 DKK,Neuro-active pharmaceuticals during pregnancy and offspring cognitive function,Anders Husby,RESEARCHER,Postdocs
473,2020,Bispebjerg & Frederiksberg Hospital,1.600.000 DKK,Consequences of celiac disease: towards strategies for screening and prevention of co-morbidities,Line Lund Kårhus,DOCTOR,Postdocs
474,2020,University of Copenhagen,1.584.748 DKK,Recognition of ASIC1a Channel by RIP1 Induces Neuronal Necroptosis,Laura Cesa,ASSISTANT PROFESSOR,Postdocs
475,2020,Aarhus University,1.588.804 DKK,The cerebellar clock: tracking the pace of the world,Lau Møller Andersen,POSTDOC,Postdocs
476,2020,Herlev & Gentofte Hospital,1.424.921 DKK,Predicting and understanding asthma endotypes,Casper-Emil Tingskov Pedersen,POSTDOC,Postdocs
477,2020,Technical University of Denmark,400.000 DKK,T-cell receptor cross-reactivity as a key mediator of effective immune responses,Amalie Kai Bentzen,POSTDOC,Postdocs
478,2020,University of Copenhagen,2.373.741 DKK,Novel targets for atrial fibrillation drug development using zebrafish disease modeling,Meral Ilcim Thestrup,POSTDOC,Postdocs
479,2020,Aarhus University,2.400.000 DKK,Protein Structure at Nanoparticle Surfaces,Thaddeus Golbek,POSTDOC,Postdocs
480,2020,Technical University of Denmark,1.675.000 DKK,Non-immunogenic Stem-Cells and Nanomedicine for Cell Replacement in Age-Related Macular Degeneration,Anne Zebitz Eriksen,POSTDOC,Postdocs
481,2020,Technical University of Denmark,2.391.413 DKK,Decoding the role of phages in persistent infections,Ifigeneia Kyrkou,POSTDOC,Postdocs
482,2020,Aarhus University,1.693.551 DKK,Gut-first and brain-first alpha-synuclein pathology spread in animal models of Parkinson’s disease,Nathalie Van Den Berge,POSTDOC,Postdocs
483,2020,Roskilde University,10.000.000 DKK,Personalized prediction of blood cancer progression using clinical data and mathematical modeling,Thomas Stiehl,POSTDOC,Fellowship
484,2020,University of Southern Denmark,10.000.000 DKK,Molecular determinants of stromal cell heterogeneity and their impact in bone regenerative therapy,Alexander Rauch,ASSISTANT PROFESSOR,Fellowship
485,2020,Aarhus University,10.000.000 DKK,Nrf2 mediates metabolic control of the antiviral response: a niche for oncovirotherapy in cancer,David Olagnier,ASSOCIATE PROFESSOR,Fellowship
486,2020,Mental Health services in the Capital Region of Denmark,10.000.000 DKK,protoPSYCH,Andrew Schork,SENIOR RESEARCHER,Fellowship
487,2020,Aarhus University,10.000.000 DKK,Molecular mechanisms driving membrane asymmetry in health and disease.,Joseph Lyons,ASSISTANT PROFESSOR,Fellowship
488,2020,University of Copenhagen,10.000.000 DKK,Understanding the Health Effects of Microbial Interactions,Sandra Breum Andersen,POSTDOC,Fellowship
489,2020,Aarhus University,10.000.000 DKK,Informed Polygenic Scoring,Bjarni Vilhjalmsson,SENIOR RESEARCHER,Fellowship
490,2020,University of Copenhagen,10.000.000 DKK,Understanding dynamic features of hepatitis C virus to inform subunit vaccine development,Jannick Prentø,ASSOCIATE PROFESSOR,Fellowship
491,2020,Herlev & Gentofte Hospital,500.000 DKK,Peter Marstrand,Peter Marstrand,PHD STUDENT,Talent Prize
492,2020,Aarhus University,500.000 DKK,Christopher Rohde,Christopher Rohde,PHD STUDENT,Talent Prize
493,2020,Rigshospitalet,500.000 DKK,Han satser på demensområdet,Christian Sandøe Musaeus,LÆGE OG PH.D.-STUDERENDE,Talent Prize
494,2020,University of Copenhagen,225.750 DKK,Lundbeck Foundation Scholar Stipends in Pharmaceutical Neuroscience 2020/2021,Jukka Rantanen,PROFESSOR,Pre-Graduate Scholarships
495,2020,Aalborg University,700.000 DKK,Scholarstipendier inden for almen medicin 2020,Martin Bach Jensen,PROFESSOR,Pre-Graduate Scholarships
496,2020,Dansk Selskab for Klinisk Neurofysiologi,420.000 DKK,Scholarships for students in clinical neurophysiology,Martin Ballegaard,CHAIRMAN,Pre-Graduate Scholarships
497,2020,Dansk Neurologisk Selskab,1.400.000 DKK,Lundbeckfondens scholarstipendier: neurologi 2020,Lise Korbo,HEAD OF DEPARTMENT,Pre-Graduate Scholarships
498,2020,University of Copenhagen,1.400.000 DKK,Scholarstipends in neuroscience,Maiken Nedergaard,PROFESSOR,Pre-Graduate Scholarships
499,2020,Mental Health services in the Capital Region of Denmark,2.100.000 DKK,Ansøgning om psykiatriske scholarstipendier 2020,Merete Nordentoft,PROFESSOR,Pre-Graduate Scholarships
500,2020,Dansk Neurologisk Selskab,1.400.000 DKK,Lundbeckfondens scholarstipendier: neurologi 2020,Lise Korbo,HEAD OF DEPARTMENT,Pre-Graduate Scholarships
501,2020,University of Copenhagen,1.400.000 DKK,Scholarstipends in neuroscience,Maiken Nedergaard,PROFESSOR,Pre-Graduate Scholarships
502,2020,Baylor College of Medicine and Texas Children’s Hospital,5.000.000 DKK,Huda Zoghbi,Huda Zoghbi,PROFESSOR,The Brain Prize
503,2020,Edinburgh University,5.000.000 DKK,Adrian Bird,Adrian Bird,PROFESSOR,The Brain Prize
504,2020,NA,1.000.000 DKK,Psykiatriforskning udløser stor videnskabelig pris,Søren Dinesen Østergaard,NA,Young Investigator Prize
505,2020,Herlev & Gentofte Hospital,4.940.250 DKK,Lipid dysregulation in people with Alzheimer's Dementia: A focus on Women Systems Medicine,Cristina Legido Quigley,GROUP LEADER,Ascending Investigators
506,2020,Mental Health services in the Capital Region of Denmark,4.999.812 DKK,Add-on MEmaNtine to Dopamine antagonism to improve negative symptoms at first psychosis – AMEND,Bjørn H. Ebdrup,ASSOCIATE PROFESSOR,Ascending Investigators
507,2020,Mental Health services in the Capital Region of Denmark,4.860.000 DKK,Young People's Risk of Suicide Attempt (YRSA),Trine Madsen,SENIOR RESEARCHER,Ascending Investigators
508,2020,University of Southern Denmark,5.093.000 DKK,A Novel Flexoelectric Voltage-Sensing Mechanism in Membrane Proteins,Himanshu Khandelia,ASSOCIATE PROFESSOR,Ascending Investigators
509,2020,Aarhus University,5.000.000 DKK,Mechanism of compromised cerebral blood flow after stroke,Vladimir Matchkov,ASSOCIATE PROFESSOR,Ascending Investigators
510,2020,University of Southern Denmark,4.999.500 DKK,Targeting epigenetic enzymes in the brain,Jasmin Mecinovic,ASSOCIATE PROFESSOR,Ascending Investigators
511,2020,Aarhus University,5.095.870 DKK,Development and disease of spatially asymmetric circuits in the mouse retina,Keisuke Yonehara,ASSOCIATE PROFESSOR,Ascending Investigators
512,2020,Aarhus University,5.100.000 DKK,Using Deep Learning to Address the Mortality Gap in Mental Illness,Søren Dinesen Østergaard,PROFESSOR,Ascending Investigators
513,2020,Aarhus University,4.904.280 DKK,Large-scale genomic analyses to outline the genetic architecture of substance use disorders,Ditte Demontis,ASSOCIATE PROFESSOR,Ascending Investigators
514,2020,University of Copenhagen,5.000.000 DKK,Investigating development and evolution of the Entorhinal Cortex,Vanessa Hall,ASSOCIATE PROFESSOR,Ascending Investigators
515,2020,University of Copenhagen,4.996.145 DKK,Host-pathogen membrane protein interactions driving vascular & immuno-pathology of cerebral malaria,Thomas Lavstsen,ASSOCIATE PROFESSOR,Ascending Investigators
516,2020,University of Copenhagen,5.000.000 DKK,The circadian system of the brain: Circadian hormone production and its impact on clock function,Martin Fredensborg Rath,PROFESSOR,Ascending Investigators
517,2020,University of Copenhagen,5.096.580 DKK,Targeting and localizing maladaptive plasticity in chronic pain by modulation of PICK1 function,Kenneth Lindegaard Madsen,ASSOCIATE PROFESSOR,Ascending Investigators
518,2020,University of Copenhagen,4.988.458 DKK,Mechanisms behind the benefits of physical exercise on motoneuron survival with ageing in humans,Abigail Mackey-Sennels,ASSOCIATE PROFESSOR,Ascending Investigators
519,2020,University of Copenhagen,5.000.000 DKK,Towards a medical treatment for cocaine addiction - elucidating molecular binding mechanisms,Claus Juul Løland,PROFESSOR,Ascending Investigators
520,2020,University of Copenhagen,5.096.738 DKK,Molecular and behavioral consequences of insufficient sleep during adolescence.,Birgitte Rahbek Kornum,ASSOCIATE PROFESSOR,Ascending Investigators
521,2020,University of Copenhagen,5.050.000 DKK,Etiology of neuropsychiatric disorders: impact of genetics and environment,Konstantin Khodosevich,ASSOCIATE PROFESSOR,Ascending Investigators
522,2020,University of Copenhagen,4.917.497 DKK,Biased ligands for the ghrelin receptor as treatment for Anorexia Nervosa,Birgitte Holst,PROFESSOR,Ascending Investigators
523,2020,University of Copenhagen,500.000 DKK,COVID-19 Snapshot MOnitoring (COSMO) in Denmark and Beyond,Robert Böhm,PROFESSOR,Corona
524,2020,National Hospital of the Faroe Islands,800.000 DKK,Opsporing af den sande udbredelse af COVID-19 på Færøerne: COVID-19 mørketal på Færøerne,Pal Weihe,CONSULTANT DOCTOR,Corona
525,2020,Statens Serum Institut,429.500 DKK,The risk of COVID-19 in patients with immune mediated inflammatory diseases.,Tine Jess,STAFF SPECIALIST,Corona
526,2020,University of Copenhagen,2.500.000 DKK,Translational deep phenotyping of deaths related to COVID 19 pandemic,Niels Lynnerup,HEAD OF DEPARTMENT,Corona
527,2020,Amager & Hvidovre Hospital,5.000.000 DKK,CREDID COVID-19 ADAPTIVE PLATFORM - RANDOMIZED CLINICAL TRIALS,Thomas Benfield,CLINICAL PROFESSOR,Corona
528,2020,Bispebjerg & Frederiksberg Hospital,1.004.070 DKK,Interleukin-6 Receptor Inhibitors in the Management of Patients with Severe SARS-CoV-2 Pneumonia,Lars Erik Kristensen,CLINICAL ASSOCIATE RESEARCH PROFESSOR,Corona
529,2020,Bispebjerg & Frederiksberg Hospital,372.750 DKK,Triage strategies based on C-reactive protein levels in individuals referred with suspected COVID-19,Henning Bliddal,PROFESSOR,Corona
530,2020,Odense University Hospital,171.013 DKK,Forebyggelse af coronavirus hos plejehjemsbeboere - et Doctormiddel lodtrækningsforsøg,Jesper Ryg,CONSULTANT DOCTOR,Corona
531,2020,Herlev & Gentofte Hospital,5.000.000 DKK,COVID-19: Undersøgelse af smitte og immunisering af hospitalsansatte,Kasper Karmark Iversen,CLINICAL PROFESSOR,Corona
532,2020,Aarhus University Hospital,4.990.000 DKK,"The Impact of Camostat Mesilate on COVID-19: A randomized, placebo-controlled trial",Mads Fuglsang Kjølby,ASSOCIATE PROFESSOR,Corona
533,2020,University of Copenhagen,500.000 DKK,COVID-19 Snapshot MOnitoring (COSMO) in Denmark and Beyond,Robert Böhm,PROFESSOR,Corona
534,2020,University of Copenhagen,500.000 DKK,COVID-19 Snapshot MOnitoring (COSMO) in Denmark and Beyond,Robert Böhm,PROFESSOR,Corona
535,2020,National Hospital of the Faroe Islands,800.000 DKK,Opsporing af den sande udbredelse af COVID-19 på Færøerne: COVID-19 mørketal på Færøerne,Pal Weihe,CONSULTANT DOCTOR,Corona
536,2020,Rigshospitalet,500.000 DKK,COVID-19 infektion hos reumatologiske patienter i immunsupprimerende behandling,Merete Lund Hetland,CLINICAL PROFESSOR,Corona
537,2020,University of Copenhagen,1.000.000 DKK,Neurological and psychiatric complications of COVID-19: Prevalence and disease mechanisms,Daniel Kondziella,CLINICAL ASSOCIATE RESEARCH PROFESSOR,Corona
538,2020,Aarhus University Hospital,779.079 DKK,COVID-19 prevalence and morbidity in patients with acute neurological symptoms,Grethe Andersen,PROFESSOR,Corona
539,2020,Rigshospitalet,5.000.000 DKK,Prevalence of SARS-CoV-2 IgG/IgM antibodies among Danish & Swedish Falck emergency & non-emergency h,Henrik Ullum,CONSULTANT DOCTOR,Corona
540,2020,Bispebjerg & Frederiksberg Hospital,1.000.000 DKK,A solution to counteract muscle wasting in COVID-19 patients,Charlotte Suetta,CLINICAL PROFESSOR,Corona
541,2020,Roskilde University,2.000.000 DKK,Understanding immunity against SARS-CoV-2 in the general population: a seroprevalence study,Karen Angeliki Krogfelt,PROFESSOR,Corona
542,2020,Statens Serum Institut,1.000.000 DKK,Udskillelsesvarighed af infektiøst SARS-CoV-2 og korrelation til klinik og serologisk respons,Kristina Franck,CONSULTANT DOCTOR,Corona
543,2020,Aarhus University,3.000.000 DKK,Tagging and controlling activated neurons during visually-guided behaviors with near-infrared light,Keisuke Yonehara,ASSOCIATE PROFESSOR,LF & NIH BRAIN Initiative
544,2020,Mental Health services in the Capital Region of Denmark,50.000.000 DKK,Therapeutically relevant schizophrenia brain interaction networks (BINe) in human neurons,Kasper Lage,ASSOCIATE PROFESSOR,Collaborative Projects
545,2020,University of Southern Denmark,35.000.000 DKK,DEVELOPNOID - Dissecting early brain development in health and disease using brain organoids,Martin Røssel Larsen,PROFESSOR,Collaborative Projects
546,2020,Amager & Hvidovre Hospital,35.000.000 DKK,ADAptive and Precise Targeting of cortex-basal ganglia circuits in Parkinson´s Disease (ADAPT-PD),Hartwig Siebner,DIRECTOR OF CENTRE,Collaborative Projects
547,2020,Rigshospitalet,100.000 DKK,Application for International workshop on Endocrine Disrupters,Anna-Maria Andersson,SENIOR RESEARCHER,Larger International Meetings and Conferences
548,2020,Sygehus Lillebælt,50.000 DKK,ISDM2021 - INTERNATIONAL CONFERENCE IN SHARED DECISION MAKING.,Karina Dahl Steffensen,CLINICAL PROFESSOR,Larger International Meetings and Conferences
549,2020,Aarhus University,150.000 DKK,"Conference of European Society for Microcirculation, Aarhus May 2021",Christian Aalkjær,PROFESSOR,Larger International Meetings and Conferences
550,2020,Aarhus University,150.000 DKK,"Conference of European Society for Microcirculation, Aarhus May 2021",Christian Aalkjær,PROFESSOR,Larger International Meetings and Conferences
551,2020,University of Copenhagen,100.000 DKK,Information Processing in Medical Imaging (IPMI) 2021,Stefan Sommer,PROFESSOR,Larger International Meetings and Conferences
552,2020,University of Copenhagen,341.600 DKK,International scientific conference on theoretical issues in psychiatry,Josef Parnas,CLINICAL PROFESSOR,Larger International Meetings and Conferences
553,2020,University of Southern Denmark,241.150 DKK,First International Conference on Deprescribing,Carina Lundby Olesen,PHD STUDENT,Larger International Meetings and Conferences
554,2020,Aalborg University,85.000 DKK,Exploring exosomes technologies as a new tool in pain research,Lars Arendt-Nielsen,PROFESSOR,Stipends for Sabbatical Leave
555,2020,University of Copenhagen,100.000 DKK,Farmakologiske undersøgelser af GHB ligander i stroke,Petrine Wellendorph,ASSOCIATE PROFESSOR,Stipends for Sabbatical Leave
556,2020,Statistics Denmark,340.000 DKK,Opgørelse og visning af danske målepunkter for opfyldelse af Verdensmålene,Niels Ploug,CEO,Other Grants
557,2020,Global Medical Aid,100.000 DKK,Indsamling og donation af overskudsmedicin og hospitalsudstyr til lande i den tredje verden,Hans Frederik Dydensborg,LAWYER,Other Grants
558,2020,"Universitetshospitalernes Center for Sundhedsfaglig Forskning, UCSF",2.040.000 DKK,Pulje til sundhedsfaglig forskning,Helen Bernt Andersen,SENIOR ADVISOR,Other Grants
559,2020,Axcelfuture,450.000 DKK,PARTNERSKAB FOR BÆREDYGTIG GLOBALISERING 2. og 3. år,Axcel Future,,Other Grants
560,2020,Verdens Bedste Nyheder,303.700 DKK,Danskere - kend dine Verdensmål,Thomas Ravn-Pedersen,CEO,Other Grants
561,2020,Mobilize Strategy Consulting,41.666 DKK,"Webinar om “The Nordic research, education and innovation systems of the future”.",Søren Barlebo Rasmussen,PARTNER,Other Grants
562,2020,Pedersen Produktion,492.000 DKK,Ti tusind sjæle,Lone Frank,SCIENCE JOURNALIST,SEC - Science Education & Communication
