"Country","Description","Foundation_name","Grant_size_(DKK)","Institution","Project_Category","Project_Subcategory","Receiver","Receiver_Name","Receiver_Profession","Receiver_Title","Region","Title","Unnamed: 0","Unnamed: 1","Year","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"","Instrumentation for frequency encoded imaging of upconversion nanoparticles in the NIR region","CARLSBERG",570130,"University of Copenhage","Research Infrastructure","","Tom Vosch","","","","","",8964,8982,2021,2000,"1","2024-11-04T12:05:58.458772Z",8965,3.979,"Research and Science","2024-11-04T12:05:58.459186Z"
"","Measuring metabolites by mass spectrometry in mouse and man","CARLSBERG",997128,"University of Copenhage","Research Infrastructure","","Trisha Grevengoed","","","","","",8978,8996,2021,1479,"1","2024-11-01T10:32:33.067868Z",8979,3.341,"Research and Science","2024-11-01T10:32:33.067895Z"
"","Forskningspris 2021 - personlig bevilling","CARLSBERG",250000,"","Strategic Grants","","Eske Willerslev","","","","","",9014,9032,2021,1779,"1","2024-11-01T14:54:52.033247Z",9015,2.38,"Research and Science","2024-11-01T14:54:52.033286Z"
"","Into the Ice","CARLSBERG",525000,"","Carlsberg Mindelegat","","Malene Flindt Pedersen","","","","","",9026,9044,2021,1128,"1","2024-10-31T09:13:44.493161Z",9027,21.232,"Culture","2024-10-31T09:13:44.493202Z"
"","VLDB 2021","CARLSBERG",25000,"","Conferences","","Philippe Bonnet","","","","","",9032,9050,2021,289,"1","2024-10-28T14:49:52.575894Z",9033,60.916,"Research and Science","2024-10-28T14:49:52.575921Z"
"","Postdoc project on Tax Law and Human Rights - The economic and legal need to safeguard legal certainty in international tax law","CARLSBERG",700000,"International Bureau for Fiscal Documenta","Internationalisation Fellowships","","Susi Baerentzen","","","","","",9096,9114,2020,1362,"1","2024-10-31T11:15:53.131167Z",9097,2.162,"Research and Science","2024-10-31T11:15:53.131189Z"
"","Biological Interactions, Label Free Detection","CARLSBERG",600000,"University of Copenhage","Research Infrastructure","","Anja Thoe Fuglsang","","","","","",9200,9218,2020,253,"1","2024-10-28T14:39:23.190381Z",9201,6.341,"Research and Science","2024-10-28T14:39:23.190421Z"
"","Equipment to understand the effect of peripheral calcium-sensing receptor activation in general physiology","CARLSBERG",400000,"University of Southern Denmark","Research Infrastructure","","Henrik Dimke","","","","","",9236,9254,2020,1205,"1","2024-10-31T09:49:27.803619Z",9237,2.245,"Research and Science","2024-10-31T09:49:27.803654Z"
"","Isothermal Titration Calorimeter for Molecular Recognition Studies","CARLSBERG",900000,"University of Southern Denmark","Research Infrastructure","","Jasmin Mecinovic","","","","","",9250,9268,2020,110,"1","2024-10-28T13:28:49.869040Z",9251,9.727,"Research and Science","2024-10-28T13:28:49.869079Z"
"","Masculine Identities in Classical Greece","CARLSBERG",1209417,"University of Cambridge","Reintegration Fellowships","","Rasmus Sevelsted","","","","","",9303,9321,2020,1059,"1","2024-10-31T07:48:46.718413Z",9304,4.008,"Culture","2024-10-31T07:48:46.718453Z"
"","STAY HOME. Hjemmet under coronakrisen - og bagefter","CARLSBERG",6185758,"University of Copenhage","Semper Ardens: Advance","","Mette Birkedal Bruun","","","","","",9336,9354,2020,1123,"1","2024-10-31T09:13:12.784861Z",9337,43.39,"Research and Science","2024-10-31T09:13:12.784901Z"
"","5th International Conference on Self-Assembly and Molecular Electronics SAME2020","CARLSBERG",59300,"Aalborg University","Conferences","","Leonid Gurevich","","","","","",9369,9387,2020,1604,"1","2024-11-01T12:26:47.000623Z",9370,8.597,"Research and Science","2024-11-01T12:26:47.000669Z"
"","GOBEnhagen – A Baltic perspective on the role of the GOBE: High resolution stratigraphy through early Palaeozoic ecosystems change","CARLSBERG",60000,"University of Copenhage","Conferences","","Christian Mac Ørum Mosdal","","","","","",9375,9393,2020,1581,"1","2024-11-01T12:19:17.108195Z",9376,8.302,"Research and Science","2024-11-01T12:19:17.108219Z"
"","Oncofetal chondroitin sulfates in cancer and cancer immune evasion","CARLSBERG",300000,"University of Copenhage","Research Infrastructure","","Ali Salanti","","","","","",9401,9419,2020,493,"1","2024-10-29T14:19:44.763820Z",9402,4.181,"Research and Science","2024-10-29T14:19:44.763847Z"
"","The chronology of the Scandinavian ice sheet dynamics using in situ radiocarbon - A modified extraction line","CARLSBERG",140000,"Aarhus University","Research Infrastructure","","Jesper Olsen","","","","","",9410,9428,2020,1701,"1","2024-11-01T14:32:19.986909Z",9411,491.659,"Research and Science","2024-11-01T14:32:19.986939Z"
"","What is so Shia about Shia Islamists Islamism s in a changing Middle East","CARLSBERG",50000,"Aarhus University","Conferences","","morten valbjørn","","","","","",9497,9515,2019,847,"1","2024-10-30T14:21:33.249698Z",9498,12.217,"Research and Science","2024-10-30T14:21:33.249726Z"
"","Applied Algebra and Combinatorics","CARLSBERG",60000,"University of Copenhage","Conferences","","Beatriz Pascual Escudero","","","","","",9499,9517,2019,1556,"1","2024-11-01T11:02:51.787166Z",9500,6.075,"Research and Science","2024-11-01T11:02:51.787192Z"
"","Rational development of inexpensive and scalable electrocatalysts","CARLSBERG",4254305,"Aarhus University","Semper Ardens: Accelerate","","Nina Lock","","","","","",9521,9539,2019,776,"1","2024-10-30T14:00:14.923675Z",9522,7.869,"Research and Science","2024-10-30T14:00:14.923707Z"
"","Martyrs of the Unconscious: Bearing Testimony to Anomalous Experiences in Schizophrenia Spectrum Disorders.","CARLSBERG",700000,"","Internationalisation Fellowships","","Cathrine Bjørnholt Michaelsen","","","","","",9528,9546,2019,1248,"1","2024-10-31T10:15:36.453906Z",9529,1038.364,"Research and Science","2024-10-31T10:15:36.453939Z"
"","N.F.S. Grundtvig and The Concept of Woman: A Conceptual and Political History of the 19th Century","CARLSBERG",621804,"Aarhus University","Monograph Fellowships","","Lone Kølle Martinsen","","","","","",9529,9547,2019,1405,"1","2024-10-31T13:54:07.545185Z",9530,3.634,"Culture","2024-10-31T13:54:07.545228Z"
"","The Aesthetics of Welfare","CARLSBERG",1041618,"Roskilde University","Monograph Fellowships","","Lasse Horne Kjældgaard","","","","","",9538,9556,2019,1808,"1","2024-11-01T15:41:27.520337Z",9539,30.775,"Culture","2024-11-01T15:41:27.520381Z"
"","Genomics assessment of speciation in African bovids","CARLSBERG",1245810,"University of Copenhage","Reintegration Fellowships","","Anna Brüniche-Olsen","","","","","",9557,9575,2019,1265,"1","2024-10-31T10:17:15.846702Z",9558,2.64,"Research and Science","2024-10-31T10:17:15.846741Z"
"","Greenland geopolitics in the light of renewed Arctic attention","CARLSBERG",800962,"","Internationalisation Fellowships","","Marc Jacobsen","","","","","",9568,9586,2019,1072,"1","2024-10-31T07:50:20.960012Z",9569,28.849,"Research and Science","2024-10-31T07:50:20.960039Z"
"","Metabolic drivers of cellular damage in low oxygen","CARLSBERG",700000,"","Internationalisation Fellowships","","Amanda Bundgård","","","","","",9575,9593,2019,1573,"1","2024-11-01T12:16:29.331635Z",9576,3.372,"Research and Science","2024-11-01T12:16:29.331674Z"
"","Neuronal regulation of sleep and wakefulness during sickness","CARLSBERG",4481103,"University of Copenhage","Semper Ardens: Accelerate","","Birgitte Rahbek Kornum","","","","","",9577,9595,2019,1956,"1","2024-11-04T11:19:50.370119Z",9578,4.87,"Research and Science","2024-11-04T11:19:50.370156Z"
"","Energy Storage that Rocks - Exploring Metal Carbonates","CARLSBERG",1289059,"Curtin University, Australia","Reintegration Fellowships","","Kasper Trans Møller","","","","","",9585,9603,2019,819,"1","2024-10-30T14:15:29.113332Z",9586,15.043,"Research and Science","2024-10-30T14:15:29.113371Z"
"","Venom insulins from killer snails - New ways to target the human insulin receptor","CARLSBERG",4700109,"University of Copenhage","Semper Ardens: Accelerate","","Helena Safavi-Hemami","","","","","",9616,9634,2019,1898,"1","2024-11-01T16:33:07.603928Z",9617,4.027,"Research and Science","2024-11-01T16:33:07.603956Z"
"","Fungal interactions as a driver of evolution and speciation in orchids","CARLSBERG",566666,"","Internationalisation Fellowships","","Ida Hartvig","","","","","",9618,9636,2019,159,"1","2024-10-28T13:41:16.177322Z",9619,7.786,"Research and Science","2024-10-28T13:41:16.177367Z"
"","Towards a theoretical framework of provider distinction in the mixed provision of social care services.","CARLSBERG",875000,"","Visiting Fellowships at University of Oxford","","Anders Malthe Bach-Mortensen","","","","","",9628,9646,2019,1696,"1","2024-11-01T14:23:58.234819Z",9629,7.939,"Research and Science","2024-11-01T14:23:58.234862Z"
"","Forskningspris 2019 - personlig bevilling","CARLSBERG",250000,"","Strategic Grants","","Mikael Rask Madsen","","","","","",9661,9679,2019,604,"1","2024-10-30T12:10:33.594304Z",9662,2.925,"Research and Science","2024-10-30T12:10:33.594342Z"
"","ArcHivess","CARLSBERG",10690687,"University of Copenhage","Semper Ardens: Advance","","Matthew Collins","","","","","",9695,9713,2019,1777,"1","2024-11-01T14:54:45.643382Z",9696,81.524,"Research and Science","2024-11-01T14:54:45.643418Z"
"","Den danske fagolympiade i robotteknologi","CARLSBERG",75000,"","Carlsberg Mindelegat","","Søren Poulsen","","","","","",9702,9720,2018,137,"1","2024-10-28T13:34:45.346679Z",9703,4.639,"Research and Science","2024-10-28T13:34:45.346720Z"
"","Aarhus Case Competition","CARLSBERG",25000,"","Carlsberg Mindelegat","","Marie Refsgaard Holm","","","","","",9709,9727,2018,581,"1","2024-10-30T11:47:47.072107Z",9710,138.339,"Business- and regional development","2024-10-30T11:47:47.072156Z"
"","Gentle Giants: Using environmental DNA for monitoring bowhead whales in West Greenland","CARLSBERG",90000,"University of Copenhage","Field Trips / Research Stays < 100,000","","Morten Tange Olsen","","","","","",9729,9747,2018,1488,"1","2024-11-01T10:33:44.683773Z",9730,2.166,"Research and Science","2024-11-01T10:33:44.683802Z"
"","Infrastrukturalisme","CARLSBERG",6000000,"Aarhus University","Research Infrastructure","","Henrik Jørgensen","","","","","",9738,9756,2018,1039,"1","2024-10-31T07:45:29.848712Z",9739,4.393,"Research and Science","2024-10-31T07:45:29.848741Z"
"","Fungal interactions as a driver of evolution and speciation in orchids","CARLSBERG",425000,"","Internationalisation Fellowships","","Ida Hartvig","","","","","",9765,9783,2018,219,"1","2024-10-28T14:35:01.421699Z",9766,192.328,"Research and Science","2024-10-28T14:35:01.421728Z"
"","The Art of Nordic Colonialism: Writing Transcultural Art Histories","CARLSBERG",4653423,"University of Copenhage","Semper Ardens: Accelerate","","Mathias Danbolt","","","","","",9778,9796,2018,1557,"1","2024-11-01T11:57:37.051032Z",9779,3285.057,"Research and Science","2024-11-01T11:57:37.051056Z"
"","Beyond Militant Democracy: Popularizing the Defense of Democracy in Times of Populism","CARLSBERG",437500,"","Internationalisation Fellowships","","Benjamin Ask Popp-Madsen","","","","","",9789,9807,2018,1968,"1","2024-11-04T11:24:45.704133Z",9790,88.925,"Education and public information","2024-11-04T11:24:45.704172Z"
"","Scaling the sub-visible world: The collective empiricism of early modern microscopy","CARLSBERG",425000,"","Internationalisation Fellowships","","Christoffer Basse Eriksen","","","","","",9809,9827,2018,72,"1","2024-10-28T12:59:30.072406Z",9810,22.778,"Research and Science","2024-10-28T12:59:30.072431Z"
"","Carbonhagen 2018 - Grand Challenge Discussions","CARLSBERG",60000,"Technical University of Denmark","Conferences","","Peter Bøggild","","","","","",9814,9832,2018,121,"1","2024-10-28T13:31:58.912992Z",9815,32.048,"Education and public information","2024-10-28T13:31:58.913035Z"
"","Recent progress in small-angle scattering from soft matter and biological systems","CARLSBERG",60000,"University of Copenhage","Conferences","","Lise Arleth","","","","","",9839,9857,2018,1687,"1","2024-11-01T14:22:16.861247Z",9840,5.939,"Research and Science","2024-11-01T14:22:16.861274Z"
"","Den kinesiske stats bestræbelser på at forme normer og forventninger (1949-2020)","CARLSBERG",1337821,"University of Copenhage","Reintegration Fellowships","","Bo Ærenlund Sørensen","","","","","",9854,9872,2018,851,"1","2024-10-30T14:21:52.683041Z",9855,6.023,"Research and Science","2024-10-30T14:21:52.683067Z"
"","Cultural Determinants and Consequences of the Industrial Revolution","CARLSBERG",485000,"","Internationalisation Fellowships","","Anne Sofie Beck Knudsen","","","","","",9881,9899,2018,1147,"1","2024-10-31T09:16:08.035317Z",9882,3.374,"Research and Science","2024-10-31T09:16:08.035363Z"
"","RE:SOUND - The 8th International Conference in the Histories of Media Art, Science and Technology","CARLSBERG",50000,"Aalborg University","Conferences","","Morten Søndergaard","","","","","",9902,9920,2018,451,"1","2024-10-29T13:23:58.733517Z",9903,20.399,"Research and Science","2024-10-29T13:23:58.733543Z"
"","Instrument for surface characterization of electrified nanomaterials","CARLSBERG",1600000,"Aarhus University","Research Infrastructure","","Jeppe Lauritsen","","","","","",9909,9927,2018,1937,"1","2024-11-01T16:49:01.206486Z",9910,3.093,"Research and Science","2024-11-01T16:49:01.206524Z"
"","Digitalisering af B.W. Luxdorphs samling af trykkefrihedsskrifter","CARLSBERG",756250,"University of Copenhage","Research Infrastructure","","Ulrik Langen","","","","","",9946,9964,2018,1678,"1","2024-11-01T12:46:16.056560Z",9947,18.104,"Education and public information","2024-11-01T12:46:16.056598Z"
"","34th European Conference on Surface Science (ECOSS 34)","CARLSBERG",60000,"Aarhus University","Conferences","","Liv Hornekær","","","","","",9957,9975,2018,1178,"1","2024-10-31T09:40:28.803759Z",9958,12.795,"Education and public information","2024-10-31T09:40:28.803802Z"
"","Livestreaming af foredrag 2018","CARLSBERG",1000000,"","Carlsberg Mindelegat","","Aarhus Universitet","","","","","",9967,9985,2017,1467,"1","2024-10-31T14:48:55.591694Z",9968,7.329,"Research and Science","2024-10-31T14:48:55.591723Z"
"","Highlighting Greenlandic Historical Ice Speeds [HiGHSpeed]","CARLSBERG",1673000,"University of Copenhage","Reintegration Fellowships","","Anders Bjørk","","","","","",9985,10003,2017,1690,"1","2024-11-01T14:22:29.551312Z",9986,8.232,"Research and Science","2024-11-01T14:22:29.551350Z"
"","European Congress of Medical Physics","CARLSBERG",60000,"University of Copenhage","Conferences","","Jens Edmund","","","","","",10005,10023,2017,111,"1","2024-10-28T13:29:02.334992Z",10006,12.302,"Research and Science","2024-10-28T13:29:02.335039Z"
"","Intergroup Conflict and Public Support for Authoritarian Leaders","CARLSBERG",350000,"","Internationalisation Fellowships","","Lasse Laustsen","","","","","",10019,10037,2017,943,"1","2024-10-30T15:04:03.146203Z",10020,14.587,"Business- and regional development","2024-10-30T15:04:03.146229Z"
"","Surface Plasmon Photonics (SPP)","CARLSBERG",60000,"University of Southern Denmark","Conferences","","N. Asger Mortensen","","","","","",10067,10085,2017,173,"1","2024-10-28T13:50:35.226937Z",10068,42.852,"Research and Science","2024-10-28T13:50:35.226962Z"
"","14th International Symposium on Tardigrada","CARLSBERG",60000,"University of Copenhage","Conferences","","Nadja Møbjerg","","","","","",10075,10093,2017,400,"1","2024-10-29T11:21:34.370468Z",10076,7.041,"Research and Science","2024-10-29T11:21:34.370508Z"
"","Inducible barrier to radial O2 loss in plant roots","CARLSBERG",87000,"University of Copenhage","Field Trips / Research Stays < 100,000","","Ole Pedersen","","","","","",10078,10096,2017,988,"1","2024-10-30T15:14:37.126084Z",10079,6.482,"Research and Science","2024-10-30T15:14:37.126122Z"
"","Protection against viral infections in the CNS - from human genetics to mechanistic insight","CARLSBERG",880739,"Center for Cancer Immune Therapy, Herlev Gentofte Hospital.","Reintegration Fellowships","","Manja Idorn","","","","","",10112,10130,2017,263,"1","2024-10-28T14:44:56.791908Z",10113,12.14,"Research and Science","2024-10-28T14:44:56.791948Z"
